X,Y,rand_point,fid,DN,elev_1,slope_1,aspect_1,rough_1,tri_1
85.4958758587103,22.2300330597648,23,9,1,398,15.4689445495605,266.602661132812,,18.8944435119629
85.4591482044696,22.229708862072,24,10,1,431,9.52134704589844,309.460723876953,17.6943759918213,16.1245155334473
85.4587037822874,22.2293127886448,25,10,1,442,16.4109535217285,341.190216064453,7.88813781738281,22.1359443664551
85.4605901408569,22.2297674766457,26,11,1,438,14.0286808013916,108.165855407715,12.445240020752,19.2353839874268
85.4601079277044,22.2294463125872,27,11,1,439,13.1161642074585,117.22541809082,13.4977312088013,17.3205089569092
85.4606370215339,22.2292839048774,28,11,1,428,15.4788961410522,117.319702148438,6.96940612792969,19.3390789031982
85.4323671111204,22.2293253426843,29,12,1,432,19.3523807525635,139.355453491211,4.97998237609863,25.9036674499512
85.4326311692672,22.2300195964852,30,12,1,,18.1621971130371,90,,
85.4308968369511,22.2292015727364,31,12,1,439,9.78872394561768,166.987014770508,15.7468137741089,13.5277490615845
85.431820292871,22.2287209129931,32,12,1,418,18.7147045135498,162.958786010742,16.5708694458008,26.9629383087158
85.4288975962632,22.2289912785485,33,12,1,421,19.6181316375732,246.978210449219,9.67292022705078,27.8388214111328
85.4302812447655,22.2288557250379,34,12,1,422,16.6050033569336,167.460021972656,22.5126113891602,24.6170673370361
85.4289370215892,22.2296769494477,35,12,1,424,18.4904918670654,276.334991455078,8.66691398620605,26.77685546875
85.4332599340032,22.22984668984,36,12,1,420,16.5301189422607,125.465019226074,,15.65247631073
85.431551979692,22.2291405103857,37,12,1,435,19.9226245880127,174.532821655273,14.8502902984619,29.7825450897217
85.4290940371139,22.2301718780959,38,12,1,420,16.9691123962402,271.539855957031,,17.8605709075928
85.4177420367956,22.2292301476861,39,13,1,455,19.0984497070312,304.636138916016,19.6325912475586,28.6879768371582
